time, lon, lat, depth, strength, file, number, shot, depol, average, ratio, contrast
       19.536382,    -88.6461,     30.0721,     -8.63,     2.275e-008,F:\Fish_GM\09-30\FL11273193143.png,   5, 813,     0.258,     0.180,     1.433,     1.782
       19.548103,    -88.6077,     30.0543,    -10.42,     1.503e-008,F:\Fish_GM\09-30\FL11273193249.png,   6,  79,     0.174,     0.128,     1.366,     1.452
       19.549076,    -88.6041,     30.0527,     -1.93,     3.050e-007,F:\Fish_GM\09-30\FL11273193249.png,   6, 184,     0.076,     0.046,     1.629,     1.865
       19.581601,    -88.5049,     30.0012,     -2.89,     1.458e-007,F:\Fish_GM\09-30\FL11273193356.png,   7,1697,     0.080,     0.052,     1.531,     2.121
       19.580156,    -88.5070,     30.0053,     -4.80,     6.663e-008,F:\Fish_GM\09-30\FL11273193356.png,   7,1541,     0.062,     0.055,     1.118,     1.436
       19.578490,    -88.5108,     30.0095,     -5.40,     5.181e-008,F:\Fish_GM\09-30\FL11273193356.png,   7,1361,     0.062,     0.055,     1.126,     1.308
       19.633930,    -88.4986,     29.8377,     -5.88,     8.268e-008,F:\Fish_GM\09-30\FL11273193716.png,  10,1349,     0.078,     0.067,     1.158,     1.405
       19.678547,    -88.5021,     29.7012,     -2.17,     2.619e-007,F:\Fish_GM\09-30\FL11273194036.png,  13, 168,     0.081,     0.063,     1.287,     1.392
       19.720174,    -88.5026,     29.5728,    -10.54,     2.120e-008,F:\Fish_GM\09-30\FL11273194249.png,  15, 664,     0.111,     0.078,     1.423,     1.610
       19.743126,    -88.5030,     29.5032,    -14.13,     8.943e-009,F:\Fish_GM\09-30\FL11273194356.png,  16,1143,     0.144,     0.113,     1.270,     1.525
       19.843831,    -88.5015,     29.2008,     -3.73,     7.694e-008,F:\Fish_GM\09-30\FL11273195036.png,  22,  20,     0.052,     0.042,     1.230,     1.314
       19.849201,    -88.5015,     29.1841,     -4.68,     5.636e-008,F:\Fish_GM\09-30\FL11273195036.png,  22, 600,     0.052,     0.041,     1.274,     1.363
       19.856367,    -88.5017,     29.1633,     -7.08,     5.036e-008,F:\Fish_GM\09-30\FL11273195036.png,  22,1374,     0.068,     0.047,     1.456,     1.851
       19.855839,    -88.5017,     29.1641,     -3.13,     1.111e-007,F:\Fish_GM\09-30\FL11273195036.png,  22,1317,     0.056,     0.042,     1.312,     1.448
       19.855895,    -88.5017,     29.1641,     -5.40,     4.940e-008,F:\Fish_GM\09-30\FL11273195036.png,  22,1323,     0.048,     0.041,     1.181,     1.284
       19.866209,    -88.5020,     29.1334,     -4.33,     6.914e-008,F:\Fish_GM\09-30\FL11273195143.png,  23, 437,     0.053,     0.043,     1.236,     1.334
       19.866302,    -88.5020,     29.1334,     -4.21,     6.759e-008,F:\Fish_GM\09-30\FL11273195143.png,  23, 447,     0.050,     0.040,     1.245,     1.288
       19.866366,    -88.5020,     29.1334,     -2.53,     7.440e-008,F:\Fish_GM\09-30\FL11273195143.png,  23, 454,     0.035,     0.031,     1.134,     1.226
       19.866950,    -88.5020,     29.1309,     -3.97,     7.047e-008,F:\Fish_GM\09-30\FL11273195143.png,  23, 517,     0.053,     0.039,     1.383,     1.238
       19.867228,    -88.5020,     29.1301,     -4.68,     6.289e-008,F:\Fish_GM\09-30\FL11273195143.png,  23, 547,     0.050,     0.043,     1.170,     1.243
       19.867283,    -88.5020,     29.1301,     -2.17,     7.862e-008,F:\Fish_GM\09-30\FL11273195143.png,  23, 553,     0.034,     0.031,     1.093,     1.215
