time, lon, lat, depth, strength, file, number, shot, depol, average, ratio, contrast
       19.637304,    -88.4053,     29.2862,     -4.92,     4.095e-008,F:\Fish_GM\09-26\FL11269193715.png,  20,1762,     0.039,     0.034,     1.154,     1.384
       19.637054,    -88.4053,     29.2862,     -9.47,     1.233e-008,F:\Fish_GM\09-26\FL11269193715.png,  20,1735,     0.045,     0.036,     1.268,     1.318
       19.637711,    -88.4038,     29.2852,     -8.99,     1.652e-008,F:\Fish_GM\09-26\FL11269193715.png,  20,1806,     0.046,     0.039,     1.194,     1.421
       19.648673,    -88.3733,     29.2655,     -5.16,     5.417e-008,F:\Fish_GM\09-26\FL11269193821.png,  21, 990,     0.048,     0.042,     1.131,     1.501
       19.643053,    -88.3898,     29.2760,     -7.91,     2.253e-008,F:\Fish_GM\09-26\FL11269193821.png,  21, 383,     0.048,     0.039,     1.235,     1.255
       19.640701,    -88.3960,     29.2801,     -8.63,     1.586e-008,F:\Fish_GM\09-26\FL11269193821.png,  21, 129,     0.044,     0.038,     1.165,     1.286
       19.761248,    -88.3478,     28.9564,     -9.11,     2.348e-008,F:\Fish_GM\09-26\FL11269194501.png,  27,1149,     0.055,     0.048,     1.155,     1.328
       19.838501,    -88.3624,     29.0074,    -10.90,     1.221e-008,F:\Fish_GM\09-26\FL11269194928.png,  31,1493,     0.080,     0.067,     1.185,     1.463
       19.880943,    -88.3631,     29.1294,     -5.88,     4.125e-008,F:\Fish_GM\09-26\FL11269195248.png,  34,  77,     0.045,     0.040,     1.140,     1.417
       19.882091,    -88.3631,     29.1326,     -6.84,     2.021e-008,F:\Fish_GM\09-26\FL11269195248.png,  34, 201,     0.036,     0.034,     1.053,     1.224
       19.952456,    -88.3761,     29.1070,     -5.28,     5.082e-008,F:\Fish_GM\09-26\FL11269195608.png,  37,1801,     0.050,     0.045,     1.117,     1.387
       20.041783,    -88.3890,     28.9303,     -2.17,     3.819e-007,F:\Fish_GM\09-26\FL11269200141.png,  42,1449,     0.126,     0.068,     1.851,     2.309
       20.099102,    -88.3918,     29.0912,     -5.40,     5.749e-008,F:\Fish_GM\09-26\FL11269200501.png,  45,1640,     0.061,     0.050,     1.205,     1.222
       20.099195,    -88.3918,     29.0912,     -5.88,     4.827e-008,F:\Fish_GM\09-26\FL11269200501.png,  45,1650,     0.059,     0.050,     1.170,     1.233
       20.099334,    -88.3918,     29.0912,     -6.00,     4.239e-008,F:\Fish_GM\09-26\FL11269200501.png,  45,1665,     0.058,     0.051,     1.142,     1.286
       20.098963,    -88.3918,     29.0905,     -2.29,     9.735e-008,F:\Fish_GM\09-26\FL11269200501.png,  45,1625,     0.041,     0.034,     1.195,     1.291
       20.097130,    -88.3917,     29.0851,     -6.84,     3.981e-008,F:\Fish_GM\09-26\FL11269200501.png,  45,1427,     0.056,     0.053,     1.070,     1.328
       20.097102,    -88.3917,     29.0851,     -5.04,     5.788e-008,F:\Fish_GM\09-26\FL11269200501.png,  45,1424,     0.056,     0.046,     1.207,     1.203
       20.096982,    -88.3917,     29.0851,     -7.79,     2.905e-008,F:\Fish_GM\09-26\FL11269200501.png,  45,1411,     0.064,     0.058,     1.113,     1.369
       20.096528,    -88.3917,     29.0836,     -6.48,     3.897e-008,F:\Fish_GM\09-26\FL11269200501.png,  45,1362,     0.057,     0.050,     1.128,     1.274
       20.094964,    -88.3917,     29.0790,     -2.89,     7.940e-008,F:\Fish_GM\09-26\FL11269200501.png,  45,1193,     0.043,     0.036,     1.209,     1.300
       20.094288,    -88.3916,     29.0774,     -3.37,     7.323e-008,F:\Fish_GM\09-26\FL11269200501.png,  45,1120,     0.045,     0.039,     1.163,     1.235
       20.094371,    -88.3916,     29.0774,     -2.53,     8.733e-008,F:\Fish_GM\09-26\FL11269200501.png,  45,1129,     0.041,     0.035,     1.198,     1.312
       20.092843,    -88.3916,     29.0736,     -6.24,     3.959e-008,F:\Fish_GM\09-26\FL11269200501.png,  45, 964,     0.056,     0.049,     1.143,     1.285
       20.092899,    -88.3916,     29.0736,     -6.12,     3.848e-008,F:\Fish_GM\09-26\FL11269200501.png,  45, 970,     0.051,     0.044,     1.163,     1.207
       20.088584,    -88.3913,     29.0613,     -6.48,     3.474e-008,F:\Fish_GM\09-26\FL11269200501.png,  45, 504,     0.051,     0.046,     1.097,     1.292
       20.088621,    -88.3913,     29.0613,     -4.80,     5.994e-008,F:\Fish_GM\09-26\FL11269200501.png,  45, 508,     0.051,     0.043,     1.187,     1.329
       20.088788,    -88.3913,     29.0621,     -4.68,     5.702e-008,F:\Fish_GM\09-26\FL11269200501.png,  45, 526,     0.049,     0.044,     1.115,     1.226
       20.088853,    -88.3913,     29.0621,     -4.09,     6.974e-008,F:\Fish_GM\09-26\FL11269200501.png,  45, 533,     0.054,     0.043,     1.260,     1.300
       20.088964,    -88.3913,     29.0629,     -5.88,     4.496e-008,F:\Fish_GM\09-26\FL11269200501.png,  45, 545,     0.056,     0.048,     1.160,     1.257
       20.086399,    -88.3912,     29.0560,    -20.95,     6.595e-010,F:\Fish_GM\09-26\FL11269200501.png,  45, 268,     0.318,     0.150,     2.114,     1.996
       20.086427,    -88.3912,     29.0560,    -10.18,     1.165e-008,F:\Fish_GM\09-26\FL11269200501.png,  45, 271,     0.063,     0.056,     1.123,     1.252
       20.086363,    -88.3912,     29.0560,     -4.57,     5.558e-008,F:\Fish_GM\09-26\FL11269200501.png,  45, 264,     0.044,     0.041,     1.093,     1.226
       20.086566,    -88.3913,     29.0567,     -4.09,     5.953e-008,F:\Fish_GM\09-26\FL11269200501.png,  45, 286,     0.044,     0.041,     1.068,     1.221
       20.086918,    -88.3913,     29.0575,     -6.72,     2.935e-008,F:\Fish_GM\09-26\FL11269200501.png,  45, 324,     0.049,     0.045,     1.076,     1.239
       20.086946,    -88.3913,     29.0575,     -4.80,     4.862e-008,F:\Fish_GM\09-26\FL11269200501.png,  45, 327,     0.046,     0.041,     1.100,     1.234
       20.086992,    -88.3913,     29.0575,     -4.80,     5.094e-008,F:\Fish_GM\09-26\FL11269200501.png,  45, 332,     0.050,     0.043,     1.162,     1.284
       20.087316,    -88.3913,     29.0583,     -3.85,     6.103e-008,F:\Fish_GM\09-26\FL11269200501.png,  45, 367,     0.045,     0.040,     1.133,     1.204
       20.084501,    -88.3912,     29.0506,     -5.04,     4.722e-008,F:\Fish_GM\09-26\FL11269200501.png,  45,  63,     0.046,     0.043,     1.091,     1.296
       20.085196,    -88.3912,     29.0521,     -3.49,     6.760e-008,F:\Fish_GM\09-26\FL11269200501.png,  45, 138,     0.047,     0.040,     1.167,     1.225
       20.102565,    -88.3918,     29.1004,     -1.58,     1.382e-007,F:\Fish_GM\09-26\FL11269200608.png,  46,  14,     0.033,     0.031,     1.083,     1.332
       20.102898,    -88.3918,     29.1012,     -1.70,     1.355e-007,F:\Fish_GM\09-26\FL11269200608.png,  46,  50,     0.040,     0.030,     1.328,     1.328
       20.114388,    -88.3914,     29.1334,     -4.09,     4.971e-008,F:\Fish_GM\09-26\FL11269200608.png,  46,1291,     0.038,     0.032,     1.162,     1.206
       20.237555,    -88.4099,     29.0096,    -12.58,     8.913e-009,F:\Fish_GM\09-26\FL11269201355.png,  53, 594,     0.144,     0.120,     1.202,     1.392
       20.340352,    -88.4198,     29.0631,     -4.68,     5.649e-008,F:\Fish_GM\09-26\FL11269201928.png,  58,1697,     0.050,     0.042,     1.196,     1.292
       20.340491,    -88.4198,     29.0639,     -8.87,     2.233e-008,F:\Fish_GM\09-26\FL11269201928.png,  58,1712,     0.061,     0.054,     1.142,     1.338
       20.340584,    -88.4198,     29.0639,     -4.45,     5.984e-008,F:\Fish_GM\09-26\FL11269201928.png,  58,1722,     0.049,     0.042,     1.169,     1.321
       20.340621,    -88.4198,     29.0639,     -4.33,     5.744e-008,F:\Fish_GM\09-26\FL11269201928.png,  58,1726,     0.048,     0.042,     1.137,     1.225
       20.340741,    -88.4198,     29.0647,     -5.64,     4.199e-008,F:\Fish_GM\09-26\FL11269201928.png,  58,1739,     0.049,     0.044,     1.107,     1.260
       20.340806,    -88.4198,     29.0647,     -6.60,     3.484e-008,F:\Fish_GM\09-26\FL11269201928.png,  58,1746,     0.059,     0.047,     1.252,     1.278
       20.340880,    -88.4198,     29.0647,     -5.64,     4.408e-008,F:\Fish_GM\09-26\FL11269201928.png,  58,1754,     0.049,     0.044,     1.116,     1.273
       20.341797,    -88.4197,     29.0671,     -5.28,     4.920e-008,F:\Fish_GM\09-26\FL11269201928.png,  58,1853,     0.049,     0.041,     1.173,     1.346
       20.341751,    -88.4197,     29.0671,     -3.01,     7.709e-008,F:\Fish_GM\09-26\FL11269201928.png,  58,1848,     0.041,     0.036,     1.126,     1.285
       20.341695,    -88.4197,     29.0671,     -2.65,     7.427e-008,F:\Fish_GM\09-26\FL11269201928.png,  58,1842,     0.040,     0.033,     1.190,     1.211
       20.341871,    -88.4197,     29.0671,     -5.52,     4.063e-008,F:\Fish_GM\09-26\FL11269201928.png,  58,1861,     0.045,     0.039,     1.145,     1.291
       20.342112,    -88.4197,     29.0679,     -4.68,     5.078e-008,F:\Fish_GM\09-26\FL11269201928.png,  58,1887,     0.047,     0.040,     1.177,     1.305
       20.342241,    -88.4197,     29.0679,     -3.61,     7.275e-008,F:\Fish_GM\09-26\FL11269201928.png,  58,1901,     0.045,     0.038,     1.165,     1.236
       20.341427,    -88.4197,     29.0663,     -3.85,     6.444e-008,F:\Fish_GM\09-26\FL11269201928.png,  58,1813,     0.044,     0.038,     1.140,     1.237
       20.359157,    -88.4189,     29.1175,     -3.01,     7.369e-008,F:\Fish_GM\09-26\FL11269202035.png,  59,1728,     0.040,     0.033,     1.237,     1.435
       20.359786,    -88.4189,     29.1191,     -5.64,     3.969e-008,F:\Fish_GM\09-26\FL11269202035.png,  59,1796,     0.043,     0.036,     1.181,     1.426
       20.364443,    -88.4187,     29.1327,     -6.48,     3.452e-008,F:\Fish_GM\09-26\FL11269202141.png,  60, 299,     0.048,     0.041,     1.181,     1.355
       20.364703,    -88.4186,     29.1336,     -6.72,     3.278e-008,F:\Fish_GM\09-26\FL11269202141.png,  60, 327,     0.050,     0.042,     1.207,     1.257
       20.363656,    -88.4187,     29.1304,     -6.36,     3.443e-008,F:\Fish_GM\09-26\FL11269202141.png,  60, 214,     0.050,     0.041,     1.213,     1.349
       20.363749,    -88.4187,     29.1304,     -6.00,     3.575e-008,F:\Fish_GM\09-26\FL11269202141.png,  60, 224,     0.043,     0.039,     1.097,     1.276
       20.363879,    -88.4187,     29.1304,     -7.55,     2.497e-008,F:\Fish_GM\09-26\FL11269202141.png,  60, 238,     0.054,     0.045,     1.205,     1.207
       20.364036,    -88.4187,     29.1311,     -7.55,     2.616e-008,F:\Fish_GM\09-26\FL11269202141.png,  60, 255,     0.052,     0.046,     1.130,     1.255
       20.364101,    -88.4187,     29.1311,     -6.00,     3.548e-008,F:\Fish_GM\09-26\FL11269202141.png,  60, 262,     0.047,     0.042,     1.118,     1.233
       20.369304,    -88.4184,     29.1463,     -8.27,     2.193e-008,F:\Fish_GM\09-26\FL11269202141.png,  60, 824,     0.047,     0.039,     1.203,     1.344
       20.373230,    -88.4181,     29.1576,     -2.65,     8.709e-008,F:\Fish_GM\09-26\FL11269202141.png,  60,1248,     0.040,     0.031,     1.272,     1.291
       20.373063,    -88.4181,     29.1568,     -2.05,     1.015e-007,F:\Fish_GM\09-26\FL11269202141.png,  60,1230,     0.033,     0.027,     1.246,     1.350
       20.369878,    -88.4183,     29.1479,     -3.49,     5.867e-008,F:\Fish_GM\09-26\FL11269202141.png,  60, 886,     0.035,     0.031,     1.129,     1.295
       20.369813,    -88.4183,     29.1479,     -4.09,     4.773e-008,F:\Fish_GM\09-26\FL11269202141.png,  60, 879,     0.037,     0.031,     1.169,     1.200
       20.406551,    -88.4192,     29.2188,     -4.68,     4.185e-008,F:\Fish_GM\09-26\FL11269202355.png,  62, 847,     0.042,     0.036,     1.184,     1.369
       20.406681,    -88.4192,     29.2188,     -4.57,     4.348e-008,F:\Fish_GM\09-26\FL11269202355.png,  62, 861,     0.045,     0.036,     1.259,     1.325
       20.406977,    -88.4198,     29.2182,     -6.48,     3.375e-008,F:\Fish_GM\09-26\FL11269202355.png,  62, 893,     0.049,     0.040,     1.241,     1.515
       20.404190,    -88.4135,     29.2222,     -5.04,           -NaN,F:\Fish_GM\09-26\FL11269202355.png,  62, 592,     0.045,     0.038,     1.174,     1.316
       20.404607,    -88.4151,     29.2215,     -5.28,     3.422e-008,F:\Fish_GM\09-26\FL11269202355.png,  62, 637,     0.039,     0.037,     1.063,     1.209
       20.412773,    -88.4292,     29.2050,     -7.67,     2.256e-008,F:\Fish_GM\09-26\FL11269202355.png,  62,1519,     0.049,     0.043,     1.145,     1.305
       20.416875,    -88.4350,     29.1939,     -3.37,           -NaN,F:\Fish_GM\09-26\FL11269202355.png,  62,1962,     0.039,     0.033,     1.180,     1.338
       20.416939,    -88.4350,     29.1939,     -5.16,           -NaN,F:\Fish_GM\09-26\FL11269202355.png,  62,1969,     0.040,     0.035,     1.146,     1.273
       20.416810,    -88.4347,     29.1946,     -5.64,           -NaN,F:\Fish_GM\09-26\FL11269202355.png,  62,1955,     0.043,     0.037,     1.148,     1.280
       20.416708,    -88.4347,     29.1946,     -2.53,           -NaN,F:\Fish_GM\09-26\FL11269202355.png,  62,1944,     0.041,     0.033,     1.249,     1.243
       20.414717,    -88.4322,     29.1995,     -4.68,     3.323e-008,F:\Fish_GM\09-26\FL11269202355.png,  62,1729,     0.036,     0.033,     1.105,     1.210
       20.414754,    -88.4322,     29.1995,     -6.72,           -NaN,F:\Fish_GM\09-26\FL11269202355.png,  62,1733,     0.043,     0.038,     1.117,     1.266
       20.414995,    -88.4326,     29.1988,     -4.33,           -NaN,F:\Fish_GM\09-26\FL11269202355.png,  62,1759,     0.037,     0.032,     1.134,     1.306
       20.408755,    -88.4236,     29.2142,     -4.92,           -NaN,F:\Fish_GM\09-26\FL11269202355.png,  62,1085,     0.041,     0.035,     1.172,     1.385
       20.408588,    -88.4236,     29.2142,     -5.16,           -NaN,F:\Fish_GM\09-26\FL11269202355.png,  62,1067,     0.040,     0.036,     1.101,     1.312
       20.417662,    -88.4355,     29.1924,     -4.57,           -NaN,F:\Fish_GM\09-26\FL11269202501.png,  63,  47,     0.040,     0.035,     1.132,     1.251
       20.417754,    -88.4357,     29.1916,     -3.85,           -NaN,F:\Fish_GM\09-26\FL11269202501.png,  63,  57,     0.039,     0.033,     1.165,     1.257
       20.420041,    -88.4361,     29.1852,     -3.85,     4.965e-008,F:\Fish_GM\09-26\FL11269202501.png,  63, 304,     0.039,     0.031,     1.237,     1.276
       20.420087,    -88.4361,     29.1852,     -3.85,     5.392e-008,F:\Fish_GM\09-26\FL11269202501.png,  63, 309,     0.037,     0.032,     1.135,     1.264
       20.420800,    -88.4360,     29.1828,     -5.40,     4.322e-008,F:\Fish_GM\09-26\FL11269202501.png,  63, 386,     0.041,     0.036,     1.145,     1.380
       20.421485,    -88.4360,     29.1812,     -2.53,     7.329e-008,F:\Fish_GM\09-26\FL11269202501.png,  63, 460,     0.034,     0.028,     1.204,     1.306
       20.422069,    -88.4360,     29.1796,     -6.48,     3.334e-008,F:\Fish_GM\09-26\FL11269202501.png,  63, 523,     0.046,     0.039,     1.175,     1.246
       20.428679,    -88.4356,     29.1604,     -5.04,     4.463e-008,F:\Fish_GM\09-26\FL11269202501.png,  63,1237,     0.046,     0.039,     1.194,     1.341
       20.430068,    -88.4355,     29.1564,     -3.49,     7.058e-008,F:\Fish_GM\09-26\FL11269202501.png,  63,1387,     0.045,     0.035,     1.272,     1.435
       20.431068,    -88.4354,     29.1540,     -5.64,     3.437e-008,F:\Fish_GM\09-26\FL11269202501.png,  63,1495,     0.041,     0.036,     1.145,     1.342
       20.431133,    -88.4354,     29.1540,     -3.97,     5.225e-008,F:\Fish_GM\09-26\FL11269202501.png,  63,1502,     0.041,     0.036,     1.135,     1.274
       20.431290,    -88.4353,     29.1532,     -4.57,     4.522e-008,F:\Fish_GM\09-26\FL11269202501.png,  63,1519,     0.039,     0.034,     1.146,     1.260
       20.433762,    -88.4350,     29.1460,     -3.85,     6.128e-008,F:\Fish_GM\09-26\FL11269202501.png,  63,1786,     0.043,     0.040,     1.079,     1.302
       20.433864,    -88.4350,     29.1460,     -5.28,     4.035e-008,F:\Fish_GM\09-26\FL11269202501.png,  63,1797,     0.042,     0.040,     1.055,     1.251
       20.433929,    -88.4350,     29.1452,     -3.49,     8.244e-008,F:\Fish_GM\09-26\FL11269202501.png,  63,1804,     0.052,     0.041,     1.264,     1.345
       20.434466,    -88.4349,     29.1444,     -5.28,     4.741e-008,F:\Fish_GM\09-26\FL11269202501.png,  63,1862,     0.048,     0.043,     1.124,     1.278
       20.453751,    -88.4314,     29.0887,     -3.01,     9.397e-008,F:\Fish_GM\09-26\FL11269202608.png,  64,1945,     0.038,     0.033,     1.159,     1.473
       20.444974,    -88.4331,     29.1133,     -7.32,     2.514e-008,F:\Fish_GM\09-26\FL11269202608.png,  64, 997,     0.046,     0.044,     1.048,     1.339
       20.438225,    -88.4343,     29.1325,     -5.40,     4.602e-008,F:\Fish_GM\09-26\FL11269202608.png,  64, 268,     0.046,     0.041,     1.135,     1.304
       20.437947,    -88.4343,     29.1332,     -5.76,     4.101e-008,F:\Fish_GM\09-26\FL11269202608.png,  64, 238,     0.046,     0.041,     1.123,     1.313
       20.437901,    -88.4343,     29.1332,     -2.77,     8.557e-008,F:\Fish_GM\09-26\FL11269202608.png,  64, 233,     0.044,     0.036,     1.229,     1.235
       20.436762,    -88.4345,     29.1372,     -3.61,     6.296e-008,F:\Fish_GM\09-26\FL11269202608.png,  64, 110,     0.045,     0.040,     1.122,     1.214
       20.436206,    -88.4346,     29.1388,     -3.25,     7.478e-008,F:\Fish_GM\09-26\FL11269202608.png,  64,  50,     0.042,     0.038,     1.112,     1.202
       20.455520,    -88.4311,     29.0839,     -3.13,     7.601e-008,F:\Fish_GM\09-26\FL11269202715.png,  65, 136,     0.039,     0.034,     1.147,     1.295
       20.455844,    -88.4310,     29.0832,     -2.53,     7.682e-008,F:\Fish_GM\09-26\FL11269202715.png,  65, 171,     0.037,     0.030,     1.207,     1.318
       20.455094,    -88.4312,     29.0847,     -1.34,     1.476e-007,F:\Fish_GM\09-26\FL11269202715.png,  65,  90,     0.036,     0.030,     1.207,     1.500
       20.456835,    -88.4308,     29.0800,     -1.22,     1.263e-007,F:\Fish_GM\09-26\FL11269202715.png,  65, 278,     0.033,     0.025,     1.311,     1.405
       20.456955,    -88.4308,     29.0791,     -2.53,     7.532e-008,F:\Fish_GM\09-26\FL11269202715.png,  65, 291,     0.033,     0.028,     1.187,     1.324
       20.481675,    -88.4283,     29.0084,    -13.29,     9.429e-009,F:\Fish_GM\09-26\FL11269202821.png,  66, 961,     0.169,     0.130,     1.300,     1.741
       20.539264,    -88.4511,     28.8868,     -6.24,     3.792e-008,F:\Fish_GM\09-26\FL11269203141.png,  69,1181,     0.081,     0.057,     1.426,     1.731
       20.593528,    -88.4510,     29.0409,     -7.20,     3.561e-008,F:\Fish_GM\09-26\FL11269203502.png,  72,1042,     0.064,     0.055,     1.151,     1.273
       20.594028,    -88.4510,     29.0417,     -5.64,     5.311e-008,F:\Fish_GM\09-26\FL11269203502.png,  72,1096,     0.057,     0.052,     1.089,     1.320
       20.594074,    -88.4510,     29.0425,     -5.52,     5.813e-008,F:\Fish_GM\09-26\FL11269203502.png,  72,1101,     0.059,     0.054,     1.092,     1.307
       20.594130,    -88.4510,     29.0425,     -6.24,     4.833e-008,F:\Fish_GM\09-26\FL11269203502.png,  72,1107,     0.062,     0.055,     1.145,     1.344
       20.619073,    -88.4508,     29.1136,     -3.73,     7.255e-008,F:\Fish_GM\09-26\FL11269203608.png,  73,1801,     0.044,     0.040,     1.122,     1.321
       20.619184,    -88.4508,     29.1144,     -2.77,     8.866e-008,F:\Fish_GM\09-26\FL11269203608.png,  73,1813,     0.040,     0.034,     1.196,     1.299
       20.619943,    -88.4508,     29.1160,     -6.36,     3.747e-008,F:\Fish_GM\09-26\FL11269203608.png,  73,1895,     0.051,     0.044,     1.146,     1.262
       20.621258,    -88.4509,     29.1208,     -3.37,     7.773e-008,F:\Fish_GM\09-26\FL11269203715.png,  74,  37,     0.041,     0.037,     1.112,     1.213
       20.621396,    -88.4509,     29.1208,     -3.49,     7.105e-008,F:\Fish_GM\09-26\FL11269203715.png,  74,  52,     0.042,     0.038,     1.098,     1.290
       20.621489,    -88.4509,     29.1208,     -3.85,     6.959e-008,F:\Fish_GM\09-26\FL11269203715.png,  74,  62,     0.044,     0.040,     1.110,     1.271
       20.621563,    -88.4509,     29.1216,     -2.65,     1.070e-007,F:\Fish_GM\09-26\FL11269203715.png,  74,  70,     0.046,     0.037,     1.270,     1.302
       20.621758,    -88.4509,     29.1216,     -3.13,     9.481e-008,F:\Fish_GM\09-26\FL11269203715.png,  74,  91,     0.048,     0.040,     1.208,     1.263
       20.628868,    -88.4510,     29.1423,     -6.48,     3.348e-008,F:\Fish_GM\09-26\FL11269203715.png,  74, 859,     0.045,     0.040,     1.142,     1.279
       20.629118,    -88.4510,     29.1423,     -6.12,     3.426e-008,F:\Fish_GM\09-26\FL11269203715.png,  74, 886,     0.041,     0.038,     1.093,     1.277
       20.629183,    -88.4510,     29.1431,     -5.76,     4.186e-008,F:\Fish_GM\09-26\FL11269203715.png,  74, 893,     0.042,     0.036,     1.185,     1.299
       20.629757,    -88.4510,     29.1439,     -5.64,     4.531e-008,F:\Fish_GM\09-26\FL11269203715.png,  74, 955,     0.047,     0.038,     1.247,     1.302
       20.636414,    -88.4510,     29.1639,     -5.04,     4.178e-008,F:\Fish_GM\09-26\FL11269203715.png,  74,1674,     0.043,     0.034,     1.250,     1.363
       20.646746,    -88.4442,     29.1928,     -4.21,     6.342e-008,F:\Fish_GM\09-26\FL11269203821.png,  75, 790,     0.038,     0.032,     1.192,     1.374
       20.646941,    -88.4436,     29.1935,     -6.48,     3.838e-008,F:\Fish_GM\09-26\FL11269203821.png,  75, 811,     0.040,     0.034,     1.178,     1.398
       20.647811,    -88.4422,     29.1947,     -5.64,     4.374e-008,F:\Fish_GM\09-26\FL11269203821.png,  75, 905,     0.037,     0.033,     1.131,     1.356
       20.647894,    -88.4415,     29.1953,     -5.28,     4.129e-008,F:\Fish_GM\09-26\FL11269203821.png,  75, 914,     0.037,     0.033,     1.125,     1.242
       20.647922,    -88.4415,     29.1953,     -7.20,     2.473e-008,F:\Fish_GM\09-26\FL11269203821.png,  75, 917,     0.039,     0.037,     1.079,     1.257
       20.647978,    -88.4415,     29.1953,     -5.16,     4.658e-008,F:\Fish_GM\09-26\FL11269203821.png,  75, 923,     0.038,     0.035,     1.094,     1.278
       20.648024,    -88.4415,     29.1953,     -5.64,     4.528e-008,F:\Fish_GM\09-26\FL11269203821.png,  75, 928,     0.042,     0.035,     1.218,     1.368
       20.648579,    -88.4392,     29.1968,     -4.68,     5.191e-008,F:\Fish_GM\09-26\FL11269203821.png,  75, 988,     0.046,     0.035,     1.314,     1.491
       20.648663,    -88.4392,     29.1968,     -6.24,     3.095e-008,F:\Fish_GM\09-26\FL11269203821.png,  75, 997,     0.037,     0.035,     1.072,     1.223
       20.648783,    -88.4385,     29.1973,     -5.64,     3.412e-008,F:\Fish_GM\09-26\FL11269203821.png,  75,1010,     0.036,     0.034,     1.050,     1.260
       20.679614,    -88.4661,     29.1935,     -6.84,     3.004e-008,F:\Fish_GM\09-26\FL11269204035.png,  77, 340,     0.051,     0.040,     1.275,     1.408
       20.680068,    -88.4663,     29.1926,    -10.54,     1.342e-008,F:\Fish_GM\09-26\FL11269204035.png,  77, 389,     0.053,     0.045,     1.190,     1.577
       20.679920,    -88.4663,     29.1926,     -3.01,     6.905e-008,F:\Fish_GM\09-26\FL11269204035.png,  77, 373,     0.041,     0.032,     1.269,     1.312
